id,ident,type,name,latitude_deg,longitude_deg
319121,MX-0184,heliport,Jupiter I Platform Helipad,19.520472,-92.184506
319122,MX-0185,heliport,Hermod Platform Helipad,18.927222,-92.671667
319123,MX-0186,small_airport,La Piedrera Airport,25.10145,-107.92163
319125,IT-0248,small_airport,Agriturismo Podere Santa Apollonia,43.295278,11.907222
319127,DK-0008,small_airport,Holstebro Glider Field,56.306223,8.586466
319129,DK-0009,small_airport,Bolhede Glider Field,55.631971,8.755736
319130,DK-0010,small_airport,Århus Glider Field,56.178925,10.076621
319131,KG-0043,small_airport,Ak Bashat Airport,42.889604,73.929985
319133,NO-0054,small_airport,Stryn Airstrip,61.910104,6.755442
319134,GB-0340,small_airport,Skelling Fram Airstrip,54.697922,-2.584196
319137,GB-0341,small_airport,Garton Field Airstrip,53.7965455,-0.0911538
319141,IT-0249,small_airport,Campo di Volo Willy il Coyote,44.7722222,10.8333333
319142,ENNH,heliport,Namsos Heliport Hospital,64.469981,11.504007
319143,ENRH,heliport,Oslo Heliport Rikshospitalet,59.948467,10.716144
319144,ENUH,heliport,Oslo Heliport Ullevaal,59.936215,10.736541
319145,IT-0250,small_airport,Campo di Volo Valerio Glorialanza,44.3761111,9.2902778
319146,ENPY,heliport,Pyramiden Heliport,78.652322,16.337208
319147,ENSX,heliport,Stavanger Heliport University Hospital,58.9521,5.730924
319148,NO-0055,heliport,Suldal Heliport,59.483614,6.272332
319149,NO-0056,heliport,Stryn Heliport,61.898835,6.618564
319150,NO-0057,heliport,Tønsberg Heliport Hospital,59.273235,10.416182
319151,NO-0058,heliport,Tromsø Heliport University Hospital,69.683925,18.984699
319152,ENRT,heliport,Trondheim Heliport Rosten,63.368133,10.374015
319153,GB-0342,heliport,Vanguard Heliport,51.490626,-0.025373
319154,GB-0343,heliport,The Royal London Hospital Helipad,51.517868,-0.058343
319156,GB-0344,heliport,Wythenshawe Hospital Helipad,53.388414,-2.289633
319157,GB-0345,heliport,Royal Stoke University Hospital Helipad,53.002633,-2.210636
319158,GB-0346,heliport,Queen Elizabeth Hospital Helipad,52.452751,-1.944705
319159,GB-0347,heliport,Lundy Island Helipad,51.164763,-4.666801
319160,GB-0348,heliport,Bristol Royal Infirmary Helipad,51.458895,-2.596294
319161,GB-0349,heliport,Royal Bournemouth Hospital Helipad,50.746805,-1.819998
319162,GB-0350,heliport,Queen Alexandra Hospital Heliport,50.851178,-1.069046
319163,GB-0351,heliport,Southampton University Hospital Helipad,50.933522,-1.432187
319164,GB-0352,heliport,St Mary's Hospital Helipad,50.711058,-1.298346
319165,DK-0011,heliport,Rigshospitalet Helipad,55.696662,12.566769
319166,IN-0101,small_airport,Vanasthali Airport,26.407627,75.870128
319167,IT-0251,small_airport,Campo di Volo San Dalmazio,44.4125,10.8436111
319168,BR-0115,small_airport,Lagoa Nova Airport,-6.038857,-36.454737
319169,BR-0116,small_airport,Santa Cruz Airport,-6.276513,-36.034278
319170,IT-0252,small_airport,Delta Culture Club CdV,44.5711111,11.4516667
319172,AE-0010,heliport,Schumacher Heliport,25.221807,55.138836
319174,AE-0011,heliport,Palm Jumeirah Heliport,25.127297,55.114092
319175,AE-0012,heliport,Waldorf Astoria Dubai Palm Jumeirah Helipad,25.133372,55.150379
319176,AE-0013,heliport,Oceana Palm Jumeirah Helipad,25.110083,55.135169
319177,AE-0014,heliport,Ghantoot Racing & Polo Club Helipad,24.86824,54.905556
319178,AE-0015,heliport,Golden Tulip Al Jazira Helipad,24.858628,54.894996
319179,AE-0016,heliport,Ghantoot Hotel 1 Helipad,24.866038,54.88826
319180,AE-0017,heliport,Ghantoot Hotel 2 Helipad,24.865417,54.882283
319181,AE-0018,heliport,Ghantoot Hotel 3 Helipad,24.894949,54.860294
319182,EPGY,small_airport,Grady Airport,52.837058,21.77633
319183,AE-0019,heliport,Dubai Festival City Helipad,25.220765,55.349227
319184,AE-0020,heliport,Yas Marina Heliport,24.468368,54.609561
319185,AE-0021,heliport,Yas Marina Circuit Heliport,24.469136,54.603443
319186,IT-0253,small_airport,Aviosuperficie Castellazzo,44.6833333,10.7397222
319187,AE-0022,heliport,Al Mushrif Palace Helipad,24.452066,54.377368
319188,AE-0023,heliport,Al Forsan Helipad,24.406998,54.543507
319189,OBKH,small_airport,Sakhir Air Base,26.034533,50.524544
319190,BH-0001,heliport,Bahrain International Circuit Heliport,26.029738,50.511709
319191,QA-0003,heliport,Banana Island Helipad,25.296837,51.639031
319192,AE-0024,small_airport,Yasat Higher Airport,24.221075,52.006719
319193,AE-0025,heliport,Sila Hospitals Helipad,24.068301,51.762519
319194,OM-0005,heliport,Armed Forces Beach Club Helipad,23.605048,58.331587
319195,MC-0001,heliport,Jimmy'z Helipad,43.746543,7.43894
319198,SE-0019,heliport,Karolinska Universitetssjukhuset Helipad,59.351108,18.035162
319199,DK-0012,heliport,Aarhus Universitetshospital Helipad,56.192123,10.175912
319200,TD-0002,small_airport,Doba Airport,8.701775,16.834947
319201,TD-0003,small_airport,Baïbokoum Airport,7.765304,15.703935
319202,CM-0002,small_airport,Touboro Airport,7.765747,15.317976
319203,TD-0004,small_airport,Léré Airport,9.645894,14.173201
319204,TD-0005,small_airport,Kélo Airport,9.31408,15.786463
319205,TD-0006,small_airport,Koumra Airport,8.958891,17.635592
319206,TD-0007,small_airport,Goundi Airport,9.382597,17.380952
319207,MEF,small_airport,Melfi Airport,11.060192,17.944495
319208,CF-0001,small_airport,Bamingui Airport,7.584231,20.171798
319209,TD-0008,small_airport,Kyabé Airport,9.447491,18.927636
319210,TD-0009,small_airport,Haraze Airport,9.918697,20.90368
319211,IT-0254,small_airport,Aviosuperficie Cassola,45.7422222,11.8072222
319213,IT-0255,small_airport,Aviosuperficie Molinella,44.5982,11.656286
319216,IT-0256,small_airport,Aviosuperficie di Rubbiano,44.671947,10.060862
319219,IT-0257,small_airport,Aviosuperficie Colli Euganei,45.203258,11.793658
319221,GB-0353,small_airport,Houghton Airstrip,53.0064953,-0.6901654
319222,GB-0354,small_airport,Grangewood Airstrip,52.7325119,-1.582376
319224,DNJA,small_airport,Jalingo Airport,8.900587,11.27946
319225,SS-0019,small_airport,Mundri West Airport,5.359401,30.346927
319226,SS-0020,small_airport,Ibba Airstrip,4.791895,29.157161
319227,SS-0021,small_airport,Nzara Airport,4.635486,28.26757
319228,SS-0022,small_airport,Mvolo Airport,6.06388,29.956666
319229,ET-0003,small_airport,Ganada Airport,5.337166,37.022991
319230,CD-0014,small_airport,Monga Airstrip,4.20151,22.824927
319232,MXR,small_airport,Moussoro Airport,13.645663,16.501386
319233,OUM,small_airport,Oum Hadjer Airport,13.278244,19.710256
319234,TD-0010,small_airport,Usine Sugar Plantation Airstrip,8.974228,18.496038
319235,ZW-0023,small_airport,Peoza Pasi Airstrip,-15.977261,30.396064
319236,ZW-0024,small_airport,Chapoto Road Airstrip,-15.749968,30.402576
319237,ZW-0025,small_airport,Kanyemba Airport,-15.665006,30.389806
319238,MZ-0039,small_airport,Mucumbura Airport,-16.187755,31.686824
319239,ZW-0026,small_airport,Mucumbura River Airport,-16.205187,31.681177
319240,ZM-0024,small_airport,Majuaneti Airport,-15.913306,28.861505
319241,ZW-0027,small_airport,Mwanja River Airport,-15.64811,29.9871
319242,ZW-0028,small_airport,Chewore Lodge Airstrip,-15.647438,29.879651
319243,ZM-0025,small_airport,Katemo Airport,-15.607539,29.806837
319244,ZW-0029,small_airport,Chikwenya Game Lodge Airstrip,-15.6956,29.576598
319245,ZW-0030,small_airport,Rukomeshe Research Station Airstrip,-16.147148,29.415766
319246,ZW-0031,small_airport,Honde Valley Airport,-18.497124,32.853992
319247,ZM-0026,small_airport,Simonga Airport,-17.795194,25.626729
319248,ZW-0032,small_airport,Chewonde Airport,-17.958974,28.270602
319249,ZW-0033,small_airport,Sengwa Airport,-18.167161,28.235588
319250,ZW-0034,small_airport,Sengwa Research Area Airstrip,-18.165196,28.215618
319251,ZW-0035,small_airport,Gokwe North Airport,-17.537114,28.330871
319252,ZW-0036,small_airport,Renco Airport,-20.602044,31.170552
319253,ZW-0037,small_airport,Rupangwana Airport,-21.008374,32.181507
319254,ZW-0038,small_airport,Chipinge Farm Airstrip,-20.460575,32.203607
319255,ZW-0039,small_airport,Turwi River Airstrip,-20.395009,32.10904
319256,ZW-0040,small_airport,Kwaraguza Airport,-18.117815,32.841205
319257,MZ-0040,small_airport,Catandica Airport,-18.136596,33.202238
319258,NA-0173,small_airport,Ndonga Linena Airstrip,-17.98345,20.534708
319259,AO-0045,small_airport,Cubati Airport,-15.333917,16.851872
319260,AO-0046,small_airport,Capelongo Airport,-14.457297,16.296202
319262,AO-0047,small_airport,Chitembo Airport,-13.509385,16.74928
319263,AO-0048,small_airport,Cuito Cuanavale South Airport,-15.711983,18.651003
319269,CD-0015,small_airport,Epulu Airport,1.409542,28.569931
319270,CD-0016,small_airport,Nia-Nia Airport,1.399379,27.610131
319271,CD-0017,small_airport,Aru Airport,2.884104,30.833833
319272,CD-0018,small_airport,Ishango Airport,-0.125497,29.608915
319278,US-0311,small_airport,Vultures Row,33.340168,-97.103047
319280,US-0313,small_airport,Windmillcreek Airport,33.309023,-97.311284
319288,IT-0258,small_airport,Campo di Volo Settecrociari,44.13595,12.18976
319291,IT-0259,small_airport,Campo di Volo Campogalliano,44.70355,10.85416
319296,IT-0260,small_airport,Obiettivo Volare Aeroclub,44.89047,10.15991
319299,RK07,heliport,H 233 Heliport,38.241151,127.108556
319300,RK08,heliport,H 245 Heliport,37.516728,127.228064
319301,RK09,heliport,H 247 Heliport,37.763111,127.005603
319302,RK91,heliport,H 248 Heliport,37.699083,127.044172
319303,RK95,heliport,H 416 Heliport,37.389115,127.954156
319308,BZ-0002,small_airport,Lighthouse Reef Airstrip,17.452965,-87.500671
319310,IT-0261,small_airport,Private Ultralight Field Achille,43.99883,12.10792
319311,MX-0187,small_airport,Insurgente Marcos Escobedo Airport,21.99162,-103.282928
319312,IT-0262,small_airport,Campo di Volo Empoli,43.72512,10.98294
319315,MX-0188,small_airport,La Reforma de Guerrero Airport,28.22295,-100.58693
319316,IT-0263,small_airport,Campo di Volo Tignes,46.15401,12.34751
319317,MX-0189,small_airport,La Colonia Airport,19.616961,-104.450942
319318,MX-0190,small_airport,Paco Airport,20.308378,-103.159506
319319,MX-0191,small_airport,Barra de Navidad Airport,19.219431,-104.661502
319320,MX-0192,small_airport,Cuautla Airport,20.191474,-104.413804
319321,MX-0193,small_airport,Ocotlan Airport,20.371175,-102.773541
319322,MX-0194,small_airport,San Gabriel Airport,19.696336,-103.833835
319326,IT-0264,small_airport,Aviosuperficie Grumento Nova,40.27009,15.91363
319327,IT-0265,small_airport,Aviosuperfice Torre Sant'Andrea,40.24721,18.43611
319330,IT-0266,small_airport,Aviosuperficie Valicella,42.21873,12.24846
319334,MX-0195,small_airport,San Martin De Bolaños Airport,21.691584,-103.827029
319335,MX-0196,small_airport,Tepatitlan Municipal Airport,20.784594,-102.674106
319336,MX-0197,small_airport,El Petacal Airport,19.623799,-103.84353
319337,MX-0198,small_airport,La Gloria III Airport,19.897267,-105.294851
319338,MX-0199,small_airport,Costalegre Airport,19.718896,-105.232721
319339,MX-0200,small_airport,Los Gonzalez Airport,20.553263,-102.692352
319341,MX-0201,small_airport,Los Cerritos Airport,20.418767,-102.923414
319345,IE-0008,small_airport,Lough Conn Airstrip,54.0440589,-9.216109
319346,GB-0355,small_airport,Dunnyvadden Airstrip,54.8487273,-6.2069651
319347,GB-0356,small_airport,Chilsfold Farm Airstrip,51.0600362,-0.5936162
319348,GB-0357,small_airport,Bute Airfield,55.7567765,-5.0479623
319351,GB-0358,small_airport,Springfield Farm Airstrip,52.1496201,-1.6172333
319353,GB-0359,small_airport,Knocking Airstrip,52.8045649,-2.9907931
319355,NO-0059,small_airport,Setermoen Airstrip,68.855913,18.351421
319356,NO-0060,small_airport,Overhalla Airstrip,64.528154,11.989258
319357,NO-0061,small_airport,Eidsberg Airstrip,59.535537,11.243937
319358,NO-0062,small_airport,Trøgstad Airfield,59.68386,11.295353
319360,IT-0267,small_airport,Aviosuperficie F. Rossi,43.34,12.8269444
319363,IT-0268,small_airport,Campo di Volo Banda Bassotti,44.9244444,11.05
319365,GB-0360,small_airport,Brook Farm Airstrip,52.9192308,-1.7375729
319369,MX-0202,small_airport,Guayaberos Airport,21.7406,-102.9661
319370,MX-0203,small_airport,Cedros Airport,24.6353,-101.79655
319371,MX-0204,small_airport,Rancho El Tulillo Airport,23.82449,-101.787196
319372,MX-0205,small_airport,Ramon Lopez Velarde Airport,21.75929,-103.30188
319373,MX-0206,small_airport,Aerolandia Airport,19.583748,-98.089833
319374,MX-0207,small_airport,Santa Rosa de Lima Airport,20.596398,-90.080502
319375,MM74,small_airport,Old Chichen Itzá Airport,20.68973,-88.566817
319376,MX-0208,small_airport,Balancan Airstrip,17.875324,-91.5513
319377,MX-0209,small_airport,San António Airport,17.979734,-93.231776
319378,MX-0210,small_airport,Xiquipilli Airport,17.911553,-91.749201
319379,MX-0211,small_airport,La Giralda Airport,17.685186,-93.384514
319380,MX-0212,small_airport,La Ceiba Airport,17.921538,-93.57529
319381,MX-0213,small_airport,Campo David Airport,17.637752,-93.408717
319382,MX-0214,small_airport,Morelos Airstrip,32.62521,-114.885057
319383,MX-0215,small_airport,Lomas Tristes Airport,17.576836,-92.569234
319384,MX-0216,small_airport,San Carlos Airport,17.584395,-92.82096
319385,MX-0217,small_airport,Rancho San Jose de Pedrero Airport,17.716684,-92.946102
319388,IT-0269,small_airport,Campo di Volo Rovasenda 2000,45.5444444,8.2791667
319393,MX-0218,small_airport,La Florida,17.654391,-92.967664
319394,MX-0219,small_airport,La Pista Airport,17.608573,-93.011254
319395,MX-0220,small_airport,Jorge Efrain Airport,17.674206,-92.969815
319396,MX-0221,small_airport,San Fernando Airstrip,17.611649,-92.99586
319397,MX-0222,small_airport,Monterrey Airport,17.661922,-92.986369
319398,IT-0270,small_airport,Campo di Volo Al Canale,40.8125,17.2330556
319399,IT-0271,small_airport,Campo di Volo Agnedo,46.0447222,11.5419444
319400,IT-0272,small_airport,[Duplicate] Aviosuperficie Il Nido delle Aquile,40.93751,16.49695
319402,MX-0223,small_airport,Los Cerones Airport,22.139843,-98.516517
319403,MX-0224,small_airport,Nuevo Temalacaco Airport,22.287539,-98.613067
319404,MX-0225,small_airport,Palula Airport,23.809294,-101.408446
319405,MX-0226,small_airport,Campo Rio Verde Airport,21.917274,-99.939137
319407,MX-0227,small_airport,Moctezuma Airport,21.916127,-98.5521
319408,MX-0228,small_airport,La Ensenada Airport,21.938353,-98.514968
319409,MX-0229,small_airport,Ju-Bar Airport,22.161984,-98.515318
319410,MX-0230,small_airport,Hualul Airport,21.911766,-98.730239
319411,MX-0231,small_airport,Santa Ana de Vanegas Airport,24.171264,-100.912954
319414,IT-0273,small_airport,Campo di Volo Luciano Borgonovi,45.18698,9.04292
319415,IT-0274,small_airport,Aviosuperficie Villa Selva Air Park,42.79277,13.75146
319417,ZLHX,medium_airport,Huatugou Airport,38.201984,90.841495
319418,GB-0361,small_airport,Cliffe Airstrip,53.7857965,-0.9998435
319419,GB-0362,small_airport,Castlerock Airstrip,55.1582291,-6.7915365
319421,IT-0275,small_airport,Campo di Volo Arcobaleno,44.4969444,11.2436111
319422,IT-0276,small_airport,Campo di Volo Ali del Montello,45.76157,12.16361
319423,UHSI,small_airport,Iturup Airport,45.256389,147.95549
319424,IT-0277,small_airport,Aviosuperficie La Selva,41.1555556,14.21
319429,IT-0278,small_airport,Aviosuperficie Falcone,41.10503,15.87644
319431,IT-0279,small_airport,Aviosuperficie Celano,42.05167,13.55722
319435,IT-0280,small_airport,Aviosuperficie Guido Paci,43.102691,13.557411
319437,IT-0281,small_airport,Campo di Volo Piana 5 Miglia,41.879201,14.011133
319439,IT-0282,small_airport,Campo di Volo Collerotondo,42.289182,13.745423
319442,IT-0283,small_airport,Aviosuperficie Carocci,42.247516,12.308311
319444,IT-0284,small_airport,Campo di Volo Pegaso,45.318,12.05065
319446,GB-0363,small_airport,Exning Airstrip,52.2901671,0.3698329
319447,GB-0364,small_airport,Cottered Airstrip,51.9481015,-0.0981913
319450,IT-0285,small_airport,Aviosuperficie Parco Livenza,45.74,12.70393
319451,IT-0286,small_airport,Aviosuperficie Skydive Venice,45.700009,12.763909
319452,IT-0287,small_airport,Campo di Volo Banana,45.59759,12.303003
319456,ES-0039,small_airport,Aeródromo de Alcazarén,41.3727778,-4.6958333
319458,IT-0289,small_airport,Conca del Re,39.853525,16.197045
319459,IT-0290,small_airport,Aviosuperficie Il Pratone,42.093703,13.042332
319462,IT-0291,small_airport,Campo di Volo Sky Ufita,41.046165,15.121532
319465,MX-0232,small_airport,Lorenzos Airstrip,21.1112,-86.83654
319466,MX-0233,small_airport,Viento y Sol Airstrip,21.106885,-86.834839
319467,MX-0234,small_airport,Capitán Eduardo A. Toledo Airport,20.42323,-86.99633
319470,MX-0235,small_airport,Punta Pajaros Airport,19.61463,-87.42622
319477,MX-0236,small_airport,Felipe Carrillo Puerto Airport,19.61013,-88.074291
319478,MX-0237,small_airport,Kohunlinch Airport,18.453315,-88.821866
319479,MX-0238,small_airport,Pucte Airport,18.2654,-88.69206
319480,MX-0239,small_airport,Xcaret Airport,20.58035,-87.12706
319481,IT-0292,small_airport,Campo di Volo Blue Devil Centre,45.392554,10.128472
319482,IT-0293,small_airport,Campo di Volo Le Panizze,45.419094,10.557888
319484,IT-0294,small_airport,Aviosuperficie di Lonato,45.394566,10.566931
319486,HU-0035,small_airport,Aeroglobus,47.7740525,19.0615739
319487,IT-0295,heliport,Air Service Center,45.06828,9.37491
319489,IT-0297,small_airport,Campo di Volo Ali della Libertà,44.5161667,11.1000833
319490,IT-0298,small_airport,Campo di Volo Phoenix,44.74714,11.34161
319491,IT-0299,small_airport,Campo di Volo Creva Air Club,44.737333,11.183633
319492,IT-0300,small_airport,Campo di Volo Punto Volo,45.437987,9.60738
319496,IT-0301,small_airport,Agriturismo Turus,45.923709,13.541016
319499,IT-0302,small_airport,Aviosuperficie AS77,45.95995,13.20564
319500,IT-0303,small_airport,Campo di Volo La Fattoria,45.2916667,12.0675667
319502,IT-0304,small_airport,Aviosuperficie Base Bravo,45.392864,11.692645
319504,IT-0305,small_airport,Campo di Volo Da Domenico,45.232351,11.797808
319506,IT-0306,small_airport,Campo di Volo Padova Sud,45.324676,11.872852
319508,IT-0307,small_airport,Aviosuperficie Dominio di Bagnoli,45.188628,11.858303
319509,IT-0308,small_airport,Campo di Volo Le Risare,45.574906,11.84464
319511,IT-0309,small_airport,Aviosuperficie Avioclub Alanno,42.31458,14.000913
319513,IT-0310,small_airport,Campo di Volo Avioclub Elice,42.490357,13.997202
319517,IT-0311,small_airport,Campo di Volo Bonsciano,43.355854,12.193534
319519,IT-0312,small_airport,Campo di Volo San Terenziano,42.85723,12.473179
319522,IT-0313,small_airport,Campo di Volo Santa Maria Rossa,43.023963,12.387515
319524,IT-0314,small_airport,Campo di Volo Montefalco,42.885358,12.693324
319527,IT-0315,small_airport,Campo di Volo Molinella,43.121511,12.20585
319529,WHL,small_airport,Welshpool Airport,-38.682382,146.445331
319530,NZFR,heliport,Franz Josef Heliport,-43.37657,170.19396
319531,NZGH,heliport,Glacier Country Heliport,-43.38722,170.18
319533,AYIX,small_airport,Witu Airport,-4.689522,149.440112
319536,PG-0091,small_airport,Kapaimeri Airstrip,-4.2028,143.2767
319542,KGZN,small_airport,Gregory M. Simmons Memorial Airport,32.367348,-99.023642
319544,MX-0241,small_airport,Chavarín Airport,19.19735,-104.54093
319549,MX-0242,small_airport,La Tigrera Airport,19.02606,-104.23294
319550,MX-0243,small_airport,Cerro de Ortega Airport,18.781,-103.75662
319551,MX-0244,small_airport,Rancho Lanzarote Airport,19.67141,-99.32265
319552,MX-0245,small_airport,Aeroclub Valle de Bravo Airfield,19.145245,-100.074855
319554,LYKA,small_airport,Kraljevo Brege,43.7318,20.717969
319557,IT-0316,small_airport,Campo di Volo Palosco,45.600679,9.821166
319559,IT-0317,small_airport,Campo di Volo Fant Air Club,46.085023,12.068712
319561,IT-0318,small_airport,Campo di Volo Sedico,46.091613,12.089596
319566,IT-0319,small_airport,Campo di Volo San Paolo,45.377553,10.037612
319572,US-0316,small_airport,KCIC,0,0
319575,MX-0246,small_airport,La Begoña Airport,21.1259,-100.40626
319576,MX-0247,small_airport,Sofía Airport,20.53887,-101.45003
319577,MX-0248,small_airport,Campo Cortés Airport,20.775255,-101.347954
319578,MX-0249,small_airport,Military Air Station 6,20.67486,-101.3111
319579,MX-0250,small_airport,Santa Rosalia Airport,21.03045,-101.670569
319582,MX-0251,small_airport,Los Filos Airport,17.8918,-99.6691
319584,MX-0253,small_airport,Las Bodas Airport,17.2667,-100.9645
319585,MX-0254,small_airport,Taxco Airport,18.5736,-99.5962
319587,MM62,small_airport,Zacacoyuca Airport,18.269215,-99.510887
319588,MX-0255,small_airport,Atoyac Airstrip,17.219413,-100.447935
319592,AU-0111,heliport,Olinda (DSE) Helibase,-37.8594,145.3766
319593,IT-0320,small_airport,Campo di Volo AliMatese,41.323638,14.363949
319595,IT-0321,small_airport,Campo di Volo Vasto,42.155381,14.699362
319602,UMDU,small_airport,Shchuchyn Airport,53.598206,24.763414
319603,BY-0019,small_airport,Zheludok Airfield,53.598206,24.9719
319604,BY-0020,heliport,Njeman Heliport,53.6793,25.5686
319606,BY-0021,heliport,Drozdy Heliport,53.9506,27.5053
319607,IT-0322,small_airport,Campo di Volo Aerlight Faenza,44.3353333,11.9178667
319609,IT-0323,small_airport,Aviosuperficie Valle Gaffaro,44.834414,12.231261
319612,IT-0324,small_airport,Aviosuperficie Borgo Castelvecchio,43.0093333,11.7334667
319617,BY-0022,small_airport,Dzerzhinsky Highway Strip,53.68874,27.339573
319621,US-0317,small_airport,Austin-Bergstrom,0,0
319622,UAUT,small_airport,Turgay Airport,49.632395,63.4703
319625,IT-0325,small_airport,Aviosuperficie Città di Curtatone,45.1013333,10.75005
319627,IT-0326,small_airport,Campo di Volo Zagavia,45.360102,10.657102
319628,IT-0327,small_airport,Campo di Volo Mantova Nord,45.172182,10.858224
319630,IT-0328,small_airport,Campo di Volo Roverbella,45.239484,10.889615
319638,IT-0330,small_airport,Campo di Volo Condor Men,43.224706,13.329554
319641,IT-0331,small_airport,Aviosuperficie Santa Anna,43.366053,13.457496
319643,IT-0332,small_airport,Campo di Volo Ali del Chienti,43.260263,13.518618
319645,IT-0333,small_airport,Campo di Volo AliPuglia,40.474421,17.609926
319647,IT-0334,small_airport,Aviosuperficie Antares,40.504649,17.965087
319648,IT-0335,small_airport,Base Aerea Molise,41.474462,14.537457
319653,MX-0257,small_airport,El Pinocho Airport,19.47655,-100.4332
319656,IT-0336,small_airport,Aviosuperficie Loelle,40.5701667,9.3173667
319659,IT-0337,small_airport,Campo di Volo Valledoria,40.929768,8.812227
319663,IT-0338,small_airport,Campo di Volo Pista Vasa,41.046634,8.997749
319670,IT-0339,small_airport,Campo di Volo Gli Aironi,44.462771,11.789613
319672,IT-0340,small_airport,Campo di Volo Delta club Conselice,44.541928,11.792177
319678,MX-0258,small_airport,Farías Airport,19.165125,-102.856476
319679,MX-0259,small_airport,Aerofumigaciones Lopez Airport,19.20205,-102.83707
319680,MX-0260,small_airport,Silva Airport,19.205658,-102.831381
319681,MX-0261,small_airport,Cutzarondiro,19.178122,-101.500299
319682,IT-0341,small_airport,Campo di Volo Oasi,45.696556,8.826948
319684,IT-0342,small_airport,Aviosuperficie Umiltà,42.192111,12.331621
319686,IT-0343,small_airport,Aviosuperficie Santa Bruna,42.382873,12.344158
319688,IT-0344,small_airport,Campo di Volo Poggio Primavera,42.366412,11.796702
319690,IT-0345,small_airport,Campo di Volo Montalto di Castro,42.362738,11.656572
319692,IT-0346,small_airport,Aviosuperficie San Teodoro,40.802484,9.65839
319696,MX-0262,small_airport,Purépecha Airport,19.54572,-101.57533
319698,MX-0263,small_airport,Aerosam Airport,18.98022,-102.71668
319699,MX-0264,small_airport,Aguililla Airport,18.742388,-102.801245
319700,MX-0265,small_airport,Carlos Díaz Becerril Airport,19.2371,-101.67952
319702,MX-0267,small_airport,Pista Aérea Cadenas,19.205697,-102.617601
319704,MX-0268,small_airport,And Port Airport,19.22791,-102.68606
319705,SI-0020,small_airport,Sostro private airstrip,46.0431498,14.6153076
319706,SDDE,small_airport,Fazenda Dois Irmãos Airport,-8.0097,-61.7761
319707,SDDS,small_airport,Fazenda Scheffer Airport,-8.34115,-65.70935
319708,SDDZ,heliport,Vila São Paulo/Mercosul Heliport,-22.696742,-51.332565
319709,BR-0117,small_airport,Fazenda São Paulo dos Palmares Airport,-23.270871,-49.546115
319710,SDEI,heliport,Canopus Corporate Alphaville Heliport,-23.503365,-46.844429
319711,SDFJ,heliport,Fazenda Murungaba Heliport,-22.95156,-47.76002
319712,GBM,small_airport,Garbaharey Airport,3.32294,42.21309
319713,YGIA,small_airport,Ginbata Airport,-22.5812,120.03553
319714,HCMW,small_airport,Garowe Airport,8.457942,48.567407
319715,GMQ,medium_airport,Golog Maqin Airport,34.418066,100.301144
319716,IT-0347,small_airport,Campo di Volo Rovellasca,45.6758333,9.0644444
319722,HU-0036,small_airport,Sárospatak Airport,48.318035,21.586117
319727,IT-0349,small_airport,Campo di Volo Verginese,44.690633,11.762535
319728,IT-0350,small_airport,Campo di Volo Fly and Go,41.344754,15.526474
319730,IT-0351,small_airport,Campo di Volo Vivoli,42.992253,10.806534
319734,IN-0102,small_airport,maa,0,0
319735,US-0318,small_airport,phl,0,0
319736,IT-0352,small_airport,Aviosuperficie Aviodelta,44.706594,10.249517
319738,IT-0353,small_airport,Campo di Volo Campore,44.827864,10.010782
319741,IT-0354,small_airport,Campo di Volo La Torretta,44.99341,10.060065
319743,IT-0355,small_airport,Aviosuperficie Vallesanta,42.427317,12.805221
319745,IT-0356,small_airport,Aviosuperficie Giardini di Corcolle,41.900476,12.741902
319749,LIRC,heliport,Centocelle Heliport,41.8729,12.5637
319752,IT-0357,small_airport,Campo di Volo Air Ardara,40.625979,8.868129
319757,IT-0358,small_airport,Aviosuperficie Cornegliano,45.288893,9.491832
319758,IT-0359,small_airport,Aviosuperficie Massalengo,45.275425,9.482934
319760,IT-0360,small_airport,Campo di Volo Mezzana Casati,45.098258,9.735884
319785,MX-0269,small_airport,Rancho El Jaralito,21.655,-100.7765
319786,MX-0270,small_airport,Rancho Providencia Airport,30.2948,-106.7515
319787,MX-0271,small_airport,Palos Dulces Airport,25.5385,-108.490661
319788,MX-0272,small_airport,El Fortin Airport,27.981798,-102.094792
319789,MX-0273,small_airport,Aero Club Manitoba Airport,28.6558,-106
319790,MX-0274,small_airport,Aero Club Manitoba Airport,28.6558,-106.9005
319791,MX-0275,heliport,Franz Heliport,23.21403,-106.3942
319792,MX-0276,heliport,Reforma 115 Helipad,19.4278,-99.2041
319793,MX-0277,small_airport,Rancho Los Chirriones Airport,31.0276,-109.204
319794,MX-0278,heliport,Ángeles Hospital Helipad,22.1519,-101.0215
319801,IT-0361,small_airport,Aviosuperficie Villa Fontana,44.51585,11.59218
319805,IT-0362,small_airport,Aviosuperficie Gragnano,45,9.581999
319806,IT-0363,small_airport,Aviosuperficie Il Gabbione,44.50326,11.81415
319808,IT-0364,small_airport,Aviosuperficie Aretusa Fly,37.03741,15.09536
319810,IT-0365,small_airport,Aviosuperficie Chiusa-Zerfaliu,39.989504,8.723266
319811,ZHSN,medium_airport,Shennongjia Hongping Airport,31.626,110.34
319812,HSJ,small_airport,Shangjie Airport,34.842153,113.273983
319816,JIO,small_airport,Jos Orno Imsula Airport,-8.13911,127.9075
319829,SI-0021,small_airport,Vzletišče Cerknica - Marof,45.7777493,14.3881767
